	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Trim251	7.98E-25	0.519856611	0.961	0.428	1.60E-21	9	Trim25
Dusp23	2.19E-24	1.183801021	1	0.668	4.39E-21	9	Dusp2
Fam129c1	2.02E-23	0.292715459	0.829	0.281	4.05E-20	9	Fam129c
Ikzf31	1.07E-22	0.62078159	0.75	0.104	2.13E-19	9	Ikzf3
H2-Ob	2.30E-22	0.682131472	0.855	0.364	4.60E-19	9	H2-Ob
Gimap4	3.20E-22	0.892443022	0.684	0.044	6.40E-19	9	Gimap4
Tpst11	3.88E-22	0.269696807	0.947	0.435	7.75E-19	9	Tpst1
Trim30a	8.71E-22	0.647737285	0.974	0.583	1.74E-18	9	Trim30a
Myc	9.21E-22	1.685877658	0.829	0.405	1.84E-18	9	Myc
Stk10	1.85E-21	0.481558317	0.974	0.416	3.71E-18	9	Stk10
S100a6	1.88E-21	0.48558655	0.816	0.223	3.76E-18	9	S100a6
Siglecg1	3.44E-21	0.844721953	0.816	0.294	6.88E-18	9	Siglecg
Iglc11	9.76E-21	0.632651164	0.711	0.078	1.95E-17	9	Iglc1
Ankrd121	1.89E-20	0.614696578	0.987	0.457	3.77E-17	9	Ankrd12
Cenpa1	1.97E-20	0.39316154	0.934	0.36	3.93E-17	9	Cenpa
Ifi27l2a1	2.26E-20	0.56992947	0.987	0.52	4.53E-17	9	Ifi27l2a
H2afv1	4.40E-19	0.768591953	0.987	0.624	8.79E-16	9	H2afv
Tubb2b1	5.24E-19	0.324499555	0.974	0.454	1.05E-15	9	Tubb2b
H2afx1	6.82E-19	0.356358904	1	0.511	1.36E-15	9	H2afx
11-Sep	1.15E-18	0.572543686	0.829	0.38	2.30E-15	9	1-Sep
Ccnd31	2.28E-17	0.419076517	0.961	0.506	4.56E-14	9	Ccnd3
Cks21	4.32E-17	0.451499519	0.961	0.455	8.64E-14	9	Cks2
Fcmr1	5.95E-17	1.152836366	0.671	0.065	1.19E-13	9	Fcmr
Dnaja12	1.05E-16	0.701961713	0.987	0.776	2.10E-13	9	Dnaja1
Crem	1.39E-16	1.166613056	0.829	0.41	2.78E-13	9	Crem
Srgn1	1.64E-16	0.563002094	1	0.876	3.27E-13	9	Srgn
Cd21	1.91E-16	0.771010558	0.697	0.109	3.83E-13	9	Cd2
Igkv8-241	3.04E-16	0.314540424	0.671	0.072	6.09E-13	9	Igkv8-24
Polr2a2	4.44E-16	0.502158951	0.961	0.537	8.89E-13	9	Polr2a
Lrmp1	1.47E-15	0.483307914	0.829	0.351	2.94E-12	9	Lrmp
Bhlhe401	2.01E-15	0.268283154	0.829	0.371	4.02E-12	9	Bhlhe40
Cd24a1	3.09E-15	0.732217493	0.789	0.253	6.19E-12	9	Cd24a
Txndc51	4.02E-15	0.467512911	0.855	0.364	8.04E-12	9	Txndc5
Dnajb11	6.84E-15	0.753368662	0.987	0.713	1.37E-11	9	Dnajb1
Grasp	8.90E-15	0.278672616	0.276	0.318	1.78E-11	9	Grasp
Pgap1	1.20E-14	0.450966838	0.75	0.324	2.40E-11	9	Pgap1
S100a111	1.22E-14	0.389688857	0.803	0.344	2.44E-11	9	S100a11
Ighm1	1.81E-14	0.635556506	0.895	0.653	3.61E-11	9	Ighm
S100a101	2.35E-14	1.02311265	0.776	0.337	4.70E-11	9	S100a10
Gimap3	1.88E-13	0.674886407	0.632	0.02	3.75E-10	9	Gimap3
Hmgb11	5.58E-13	0.456945427	1	0.889	1.12E-09	9	Hmgb1
Nr4a12	6.02E-13	1.036106576	0.842	0.507	1.20E-09	9	Nr4a1
Cnn21	7.27E-13	0.514746688	0.868	0.54	1.45E-09	9	Cnn2
Hsp90aa12	3.75E-12	0.659098364	1	0.863	7.50E-09	9	Hsp90aa1
Osbpl8	5.50E-12	0.303072146	0.961	0.43	1.10E-08	9	Osbpl8
Acp51	7.13E-12	0.84921237	0.737	0.28	1.43E-08	9	Acp5
Sell1	8.20E-12	0.886574587	0.645	0.071	1.64E-08	9	Sell
Tagln21	3.53E-11	0.928949733	0.855	0.571	7.07E-08	9	Tagln2
Vim1	4.27E-11	0.432964219	0.895	0.574	8.53E-08	9	Vim
Polr2g1	5.35E-11	0.356505969	0.974	0.57	1.07E-07	9	Polr2g
St8sia41	7.88E-11	0.259217555	0.789	0.369	1.58E-07	9	St8sia4
H2-Oa1	2.14E-10	0.888574815	0.75	0.368	4.28E-07	9	H2-Oa
Rasgrp21	5.17E-10	0.823600898	0.711	0.296	1.03E-06	9	Rasgrp2
Bcl11a	1.27E-09	0.273009264	0.276	0.259	2.54E-06	9	Bcl11a
Igkv17-1271	1.53E-09	1.31322642	0.605	0.053	3.05E-06	9	Igkv17-127
4930523C07Rik1	3.31E-09	0.842398958	0.684	0.244	6.62E-06	9	4930523C07Rik
Rasgef1b1	3.66E-09	0.332519487	0.947	0.539	7.31E-06	9	Rasgef1b
Bcl2a1d1	4.53E-09	0.298560827	0.961	0.523	9.05E-06	9	Bcl2a1d
Hspe12	4.78E-09	0.399750807	0.974	0.828	9.57E-06	9	Hspe1
Iqgap1	4.92E-09	0.524357646	0.776	0.457	9.85E-06	9	Iqgap1
Ezr1	5.04E-09	0.848241736	0.737	0.428	1.01E-05	9	Ezr
Peli12	1.33E-08	0.274232876	0.974	0.6	2.66E-05	9	Peli1
Bank1	1.90E-08	0.430589927	0.697	0.313	3.80E-05	9	Bank1
Gm159871	2.25E-08	0.537206089	0.618	0.083	4.51E-05	9	Gm15987
Vps37b1	2.63E-08	0.872958267	0.789	0.452	5.27E-05	9	Vps37b
Hspd1	5.84E-08	0.40780297	0.895	0.579	0.000116822	9	Hspd1
Phgdh	7.14E-08	0.427729941	0.816	0.482	0.000142761	9	Phgdh
Nfkbid2	7.94E-08	0.972494361	0.947	0.661	0.000158708	9	Nfkbid
Gm6377	1.55E-07	0.287871653	0.697	0.249	0.000310246	9	Gm6377
Gem3	2.04E-07	0.464245076	0.895	0.556	0.0004087	9	Gem
Elmsan1	8.21E-07	0.288661708	0.329	0.272	0.001642159	9	Elmsan1
H2-K11	1.16E-06	0.369094661	0.947	0.902	0.002324009	9	H2-K1
Cd381	8.21E-06	0.387538019	0.632	0.187	0.016415017	9	Cd38
Ltb1	1.37E-05	0.621483581	0.671	0.314	0.02735923	9	Ltb
Gimap5	2.08E-05	0.359663105	0.368	0.217	0.041633973	9	Gimap5
Ppan	2.96E-05	0.328448927	0.697	0.366	0.059185019	9	Ppan
Pax51	3.37E-05	0.370522453	0.592	0.077	0.067402329	9	Pax5
Clec2i	6.42E-05	0.511785646	0.368	0.142	0.128492585	9	Clec2i
Pim12	0.000147136	0.349298065	0.961	0.659	0.294272779	9	Pim1
Rasd11	0.000263457	0.973756617	0.395	0.183	0.526914904	9	Rasd1
Tes	0.000264548	0.313713296	0.395	0.409	0.52909669	9	Tes
Atp2b11	0.000634217	0.291395707	0.974	0.707	1	9	Atp2b1
Igkv6-171	0.000914649	1.609065185	0.553	0.037	1	9	Igkv6-17
Bambi	0.00245002	0.612291758	0.605	0.291	1	9	Bambi
Irf41	0.003910125	0.373480865	0.408	0.198	1	9	Irf4
Tnfrsf13c1	0.004126183	0.743479618	0.579	0.222	1	9	Tnfrsf13c
Xist	0.005929202	0.505635198	0.618	0.341	1	9	Xist
Itm2b5	1.21E-10	0.419396236	1	0.98	2.41E-07	10	Itm2b
Ldhb5	3.67E-10	0.506066746	0.986	0.72	7.34E-07	10	Ldhb
Gng103	4.82E-10	0.56694359	0.944	0.834	9.65E-07	10	Gng10
Tmsb4x2	2.43E-08	0.311012012	1	0.996	4.86E-05	10	Tmsb4x
Cst35	4.09E-08	0.399816838	1	0.955	8.18E-05	10	Cst3
C1qc5	5.37E-08	0.392352368	1	0.938	0.000107497	10	C1qc
Ctsl5	3.17E-07	0.384997223	1	0.877	0.000634457	10	Ctsl
Cd815	3.88E-07	0.399677849	1	0.917	0.000776858	10	Cd81
Cryba42	8.60E-07	0.480890295	0.732	0.516	0.001720258	10	Cryba4
C1qb5	2.01E-06	0.339744401	1	0.888	0.004022612	10	C1qb
Ctsd5	2.67E-06	0.342025357	0.986	0.94	0.00533054	10	Ctsd
Ly865	5.71E-06	0.351012554	1	0.927	0.011424611	10	Ly86
C1qa5	7.08E-06	0.335371862	1	0.931	0.014158173	10	C1qa
H2-DMb13	7.89E-06	0.365760315	0.718	0.547	0.015789096	10	H2-DMb1
Ctss5	8.75E-06	0.317619928	1	0.956	0.017491047	10	Ctss
Tmem176b5	9.35E-06	0.367230887	0.972	0.861	0.018696912	10	Tmem176b
Selenop5	1.76E-05	0.331810629	0.972	0.922	0.035228738	10	Selenop
Grn4	2.03E-05	0.329887936	0.972	0.917	0.040698631	10	Grn
Olfml36	2.19E-05	0.318565185	0.873	0.791	0.043841408	10	Olfml3
Crybb14	4.07E-05	0.540716427	0.704	0.589	0.081385708	10	Crybb1
Nupr11	4.11E-05	0.337853902	0.732	0.593	0.082218147	10	Nupr1
Hexb5	5.05E-05	0.312914618	1	0.93	0.100934835	10	Hexb
Gpr345	6.66E-05	0.37605543	0.831	0.758	0.133237516	10	Gpr34
Bcl2a1b2	0.000102335	0.312287919	0.944	0.84	0.204669007	10	Bcl2a1b
Fcrls4	0.000115283	0.299750745	1	0.928	0.230565058	10	Fcrls
Trem25	0.00014488	0.287622995	0.958	0.888	0.289759028	10	Trem2
P2ry125	0.000301302	0.264038271	0.859	0.693	0.602603128	10	P2ry12
Serpine24	0.000388385	0.338894286	0.873	0.871	0.776770287	10	Serpine2
Fcgr36	0.000773891	0.27670362	0.986	0.907	1	10	Fcgr3
Slamf92	0.000966162	0.264234268	0.704	0.593	1	10	Slamf9
Rcan12	0.001250649	0.395854871	0.507	0.392	1	10	Rcan1
Apoe5	0.001334889	0.291966971	1	0.904	1	10	Apoe
Wfdc171	0.001496227	0.268135062	0.634	0.57	1	10	Wfdc17
Ltc4s5	0.001831843	0.281067542	0.845	0.696	1	10	Ltc4s
Ccl122	0.001940116	0.289242524	0.831	0.799	1	10	Ccl12
Spp11	0.00299093	1.920955295	0.592	0.602	1	10	Spp1
Cst74	0.004674551	0.465572138	0.704	0.718	1	10	Cst7
Syngr13	0.005113188	0.314604619	0.746	0.803	1	10	Syngr1
Id23	9.40E-32	1.826358502	1	0.655	1.88E-28	11	Id2
Slc16a31	4.93E-29	1.47766318	0.968	0.668	9.86E-26	11	Slc16a3
Lpl2	5.53E-28	1.862745536	0.952	0.712	1.11E-24	11	Lpl
Cdkn1a1	2.75E-27	1.737838914	0.968	0.621	5.49E-24	11	Cdkn1a
Lilrb4a1	6.18E-25	1.389298492	0.905	0.497	1.24E-21	11	Lilrb4a
Ccnl11	1.81E-23	1.358384678	0.968	0.734	3.61E-20	11	Ccnl1
C3ar13	1.93E-23	1.033006309	1	0.871	3.85E-20	11	C3ar1
Cd142	2.08E-23	1.47249042	0.984	0.828	4.16E-20	11	Cd14
Plin22	3.13E-23	1.498915136	0.952	0.64	6.27E-20	11	Plin2
Plk21	4.19E-23	1.734696629	0.778	0.364	8.38E-20	11	Plk2
Capg2	1.14E-22	0.965722664	0.937	0.521	2.28E-19	11	Capg
Rgs11	1.51E-22	2.425466148	0.873	0.493	3.03E-19	11	Rgs1
Slc2a11	2.37E-22	1.031762571	0.889	0.454	4.73E-19	11	Slc2a1
Klf63	3.11E-22	1.218786241	1	0.739	6.22E-19	11	Klf6
Cited22	3.38E-22	1.369000417	0.905	0.527	6.76E-19	11	Cited2
Ccl43	4.88E-22	1.351783531	1	0.773	9.76E-19	11	Ccl4
Anxa22	1.73E-21	1.033028051	0.952	0.631	3.45E-18	11	Anxa2
Bnip32	1.80E-21	1.03727439	0.952	0.645	3.60E-18	11	Bnip3
Dusp14	2.21E-21	1.77136741	0.984	0.805	4.43E-18	11	Dusp1
Pkm2	2.40E-21	0.904706015	1	0.882	4.80E-18	11	Pkm
Ier33	4.11E-21	1.410344533	1	0.831	8.22E-18	11	Ier3
Basp13	4.49E-21	1.029623665	0.984	0.819	8.99E-18	11	Basp1
Ctsa3	4.53E-21	0.93390232	1	0.881	9.05E-18	11	Ctsa
Ccl32	8.33E-21	1.399374419	0.984	0.771	1.67E-17	11	Ccl3
Pmp221	2.28E-20	1.42198209	0.905	0.672	4.57E-17	11	Pmp22
Lgals31	2.66E-20	1.152877327	0.937	0.645	5.32E-17	11	Lgals3
Tpi12	2.76E-20	0.823667595	1	0.845	5.53E-17	11	Tpi1
Cd722	2.97E-19	0.973992999	0.952	0.735	5.94E-16	11	Cd72
Malat1	4.09E-19	0.935239928	1	0.846	8.17E-16	11	Malat1
Itga52	4.61E-19	1.150337875	0.81	0.537	9.22E-16	11	Itga5
Abca12	4.74E-19	1.068013186	0.905	0.649	9.49E-16	11	Abca1
Vim2	7.00E-19	1.770371721	0.889	0.576	1.40E-15	11	Vim
Hilpda1	8.55E-19	1.715088373	0.794	0.436	1.71E-15	11	Hilpda
Rassf12	1.21E-18	0.942174107	0.937	0.659	2.42E-15	11	Rassf1
Wsb12	3.04E-18	0.9413796	0.937	0.664	6.07E-15	11	Wsb1
Anxa52	3.44E-18	0.974698231	0.905	0.59	6.88E-15	11	Anxa5
P4hb1	4.53E-18	1.025181795	0.921	0.724	9.05E-15	11	P4hb
Lilr4b1	4.65E-18	1.657368364	0.794	0.539	9.30E-15	11	Lilr4b
Atf33	9.08E-18	1.143966904	1	0.745	1.82E-14	11	Atf3
Gpr1831	1.02E-17	1.001328452	0.873	0.499	2.04E-14	11	Gpr183
Aldoa2	4.13E-17	0.628306047	1	0.956	8.27E-14	11	Aldoa
Gapdh2	5.75E-17	0.550540004	1	0.998	1.15E-13	11	Gapdh
Rbpj	8.72E-17	0.816103546	0.794	0.471	1.74E-13	11	Rbpj
Nfkbia2	1.38E-16	1.197926896	1	0.831	2.75E-13	11	Nfkbia
Glipr1	2.55E-16	1.144800841	0.841	0.591	5.10E-13	11	Glipr1
Prr5l	3.23E-16	0.82665197	0.746	0.463	6.46E-13	11	Prr5l
Ier55	3.40E-16	0.921024062	0.968	0.818	6.81E-13	11	Ier5
Higd1a1	4.24E-16	0.570949303	0.968	0.719	8.48E-13	11	Higd1a
Zfp364	5.43E-16	1.097084743	1	0.856	1.09E-12	11	Zfp36
Runx12	6.63E-16	0.956997879	0.905	0.625	1.33E-12	11	Runx1
Sqstm13	1.01E-15	0.806887303	1	0.928	2.02E-12	11	Sqstm1
Selenbp11	1.27E-15	1.259894292	0.746	0.434	2.54E-12	11	Selenbp1
Tnip3	1.47E-15	1.393190173	0.651	0.334	2.93E-12	11	Tnip3
Ppp1r102	1.72E-15	0.845460889	0.873	0.572	3.45E-12	11	Ppp1r10
Fos4	1.93E-15	1.317245165	0.984	0.726	3.86E-12	11	Fos
Igf12	2.08E-15	1.315307228	0.81	0.642	4.15E-12	11	Igf1
Egr13	2.17E-15	1.101598752	0.921	0.657	4.33E-12	11	Egr1
Osbpl81	2.25E-15	0.798178374	0.778	0.44	4.51E-12	11	Osbpl8
Ubc2	2.30E-15	0.735330296	1	0.838	4.60E-12	11	Ubc
Eno12	2.48E-15	0.520657732	1	0.948	4.96E-12	11	Eno1
Ell2	2.63E-15	0.957609963	0.746	0.459	5.26E-12	11	Ell2
Pgam12	3.43E-15	0.502953535	0.968	0.819	6.86E-12	11	Pgam1
Ldha2	3.74E-15	0.581174004	0.984	0.917	7.47E-12	11	Ldha
Bsg2	6.61E-15	0.67616909	0.952	0.879	1.32E-11	11	Bsg
Tnf1	7.96E-15	1.040660066	0.937	0.644	1.59E-11	11	Tnf
Cdk6	1.13E-14	0.858957716	0.698	0.357	2.26E-11	11	Cdk6
Egln31	1.75E-14	0.94551269	0.746	0.445	3.50E-11	11	Egln3
Lmna1	2.50E-14	1.101305694	0.794	0.57	5.00E-11	11	Lmna
Ddit41	3.26E-14	1.058436308	0.73	0.468	6.53E-11	11	Ddit4
Pdgfb	5.16E-14	0.915746202	0.73	0.419	1.03E-10	11	Pdgfb
Tuba1c3	6.47E-14	0.693846447	0.952	0.655	1.29E-10	11	Tuba1c
Sertad12	9.45E-14	0.881390295	0.889	0.725	1.89E-10	11	Sertad1
Sgk12	1.26E-13	0.967461948	0.81	0.577	2.51E-10	11	Sgk1
Pgk12	1.39E-13	0.544239819	0.984	0.849	2.78E-10	11	Pgk1
Il1a2	1.41E-13	1.011403498	0.937	0.659	2.82E-10	11	Il1a
Ppp1r15a3	1.57E-13	0.686232789	0.968	0.779	3.15E-10	11	Ppp1r15a
Sap301	2.15E-13	0.621342018	0.841	0.574	4.30E-10	11	Sap30
Gadd45g	2.43E-13	1.273528468	0.778	0.644	4.85E-10	11	Gadd45g
Osm	3.45E-13	1.017918519	0.794	0.597	6.91E-10	11	Osm
Rsrp12	3.89E-13	0.717196583	0.968	0.811	7.77E-10	11	Rsrp1
Sdc43	5.15E-13	0.802480177	0.905	0.612	1.03E-09	11	Sdc4
Cd93	6.07E-13	0.661719402	0.984	0.878	1.21E-09	11	Cd9
Ero1l1	6.96E-13	1.170742312	0.667	0.352	1.39E-09	11	Ero1l
Ccl21	1.01E-12	1.58064066	0.857	0.678	2.02E-09	11	Ccl2
Cd682	2.32E-12	0.555260458	0.937	0.914	4.64E-09	11	Cd68
Serpine11	2.65E-12	1.39934394	0.667	0.457	5.30E-09	11	Serpine1
Pfkfb32	3.15E-12	0.982586264	0.794	0.555	6.30E-09	11	Pfkfb3
Slc2a31	3.48E-12	0.673780813	0.556	0.273	6.97E-09	11	Slc2a3
P4ha21	3.95E-12	1.036033844	0.698	0.498	7.90E-09	11	P4ha2
Zfp2921	4.54E-12	0.808882232	0.746	0.503	9.08E-09	11	Zfp292
3-Jun	5.02E-12	0.67738283	1	0.826	1.00E-08	11	Jun
Zfand53	6.90E-12	0.706754316	0.937	0.72	1.38E-08	11	Zfand5
Ankrd371	7.50E-12	0.94020583	0.714	0.5	1.50E-08	11	Ankrd37
Hmox12	8.69E-12	1.066387727	0.937	0.809	1.74E-08	11	Hmox1
Vdac11	8.79E-12	0.704292915	0.905	0.745	1.76E-08	11	Vdac1
Plek2	1.15E-11	0.673501875	0.968	0.812	2.30E-08	11	Plek
Psmd81	1.15E-11	0.491778342	0.937	0.818	2.31E-08	11	Psmd8
Il15	1.17E-11	0.906301841	0.683	0.459	2.35E-08	11	Il15
Neat1	1.40E-11	0.986194466	0.746	0.489	2.81E-08	11	Neat1
Fam46c1	2.50E-11	0.704808207	0.794	0.604	5.01E-08	11	Fam46c
Mylip5	3.19E-11	0.615863643	0.905	0.691	6.38E-08	11	Mylip
Ifrd12	4.85E-11	0.93844353	0.952	0.79	9.71E-08	11	Ifrd1
Rhob4	5.27E-11	0.629645826	0.968	0.772	1.05E-07	11	Rhob
Mif2	6.37E-11	0.274177596	0.968	0.874	1.27E-07	11	Mif
Nes1	6.59E-11	0.909602856	0.635	0.369	1.32E-07	11	Nes
Neurl31	7.66E-11	0.788919284	0.778	0.599	1.53E-07	11	Neurl3
Pim31	8.87E-11	0.666729993	0.714	0.44	1.77E-07	11	Pim3
Tnfsf91	1.00E-10	1.170348831	0.603	0.388	2.01E-07	11	Tnfsf9
Mmp12	1.46E-10	2.345283569	0.651	0.471	2.92E-07	11	Mmp12
Tubb2a1	1.57E-10	0.675510165	0.857	0.686	3.15E-07	11	Tubb2a
Pgm21	1.90E-10	0.741443417	0.683	0.472	3.80E-07	11	Pgm2
Etv3	2.03E-10	0.60927941	0.603	0.343	4.06E-07	11	Etv3
P4ha11	2.79E-10	0.615027257	0.714	0.491	5.57E-07	11	P4ha1
Slc3a22	3.57E-10	0.608484346	0.968	0.854	7.14E-07	11	Slc3a2
Prelid21	3.78E-10	0.633310342	0.683	0.502	7.56E-07	11	Prelid2
Adrb22	4.10E-10	0.844993695	0.825	0.586	8.20E-07	11	Adrb2
Ier23	5.05E-10	0.860690464	0.968	0.813	1.01E-06	11	Ier2
Adamts1	6.89E-10	0.799157645	0.635	0.443	1.38E-06	11	Adamts1
Mt12	8.35E-10	0.562241039	0.937	0.817	1.67E-06	11	Mt1
Otud1	9.25E-10	0.985007718	0.54	0.352	1.85E-06	11	Otud1
Brd22	9.57E-10	0.65567498	0.825	0.622	1.91E-06	11	Brd2
Hist1h4i	1.00E-09	0.765360303	0.508	0.294	2.00E-06	11	Hist1h4i
Bnip3l1	1.24E-09	0.577304846	0.889	0.805	2.47E-06	11	Bnip3l
Nfil3	1.43E-09	0.76453505	0.651	0.478	2.86E-06	11	Nfil3
Coq10b1	1.80E-09	0.538718334	0.841	0.592	3.60E-06	11	Coq10b
Eif4ebp12	1.81E-09	0.524189208	0.841	0.676	3.62E-06	11	Eif4ebp1
Iqgap11	1.84E-09	0.574609997	0.698	0.462	3.69E-06	11	Iqgap1
Galk11	2.23E-09	0.584341899	0.73	0.536	4.46E-06	11	Galk1
Gbe11	2.48E-09	0.75498732	0.571	0.404	4.96E-06	11	Gbe1
Scd22	2.71E-09	0.767993875	0.651	0.445	5.41E-06	11	Scd2
Grhpr2	3.20E-09	0.520385182	0.619	0.389	6.39E-06	11	Grhpr
Hist1h4m	3.80E-09	0.651831767	0.476	0.276	7.61E-06	11	Hist1h4m
Rhoc1	3.81E-09	0.585665972	0.794	0.644	7.62E-06	11	Rhoc
H2-K12	4.32E-09	0.554845067	0.968	0.902	8.64E-06	11	H2-K1
Acvrl11	4.42E-09	0.723311242	0.667	0.5	8.84E-06	11	Acvrl1
Ddit32	6.07E-09	0.766849264	0.794	0.645	1.21E-05	11	Ddit3
Zfp36l12	6.77E-09	0.762996666	0.889	0.693	1.35E-05	11	Zfp36l1
Psmb61	8.86E-09	0.555205932	0.873	0.79	1.77E-05	11	Psmb6
Jund3	9.48E-09	0.511141949	0.952	0.766	1.90E-05	11	Jund
Creb52	1.50E-08	0.599460944	0.587	0.392	3.00E-05	11	Creb5
Glrx1	1.56E-08	0.880903374	0.762	0.63	3.12E-05	11	Glrx
Ifi207	2.13E-08	0.631643404	0.635	0.454	4.26E-05	11	Ifi207
Tnfaip32	2.41E-08	0.588772695	0.825	0.56	4.82E-05	11	Tnfaip3
Ctsb3	3.14E-08	0.468991495	1	0.922	6.28E-05	11	Ctsb
Impdh11	3.30E-08	0.469847863	0.603	0.409	6.61E-05	11	Impdh1
Trim472	3.92E-08	0.560029593	0.714	0.561	7.84E-05	11	Trim47
2010111I01Rik	4.20E-08	0.783733781	0.635	0.502	8.40E-05	11	2010111I01Rik
Pxdc1	4.97E-08	0.397697219	0.587	0.377	9.95E-05	11	Pxdc1
Mapre2	5.02E-08	0.482270511	0.762	0.554	0.000100419	11	Mapre2
Pgp1	6.11E-08	0.697544189	0.746	0.607	0.00012223	11	Pgp
Rab203	6.19E-08	0.552174051	0.857	0.703	0.000123822	11	Rab20
Maff1	7.07E-08	0.374518672	0.619	0.391	0.000141368	11	Maff
Phlda1	1.23E-07	0.834752353	0.635	0.454	0.000245496	11	Phlda1
Agpat51	1.30E-07	0.525268831	0.635	0.48	0.000259964	11	Agpat5
Klf71	1.56E-07	0.433271531	0.635	0.431	0.000311805	11	Klf7
Nfe2l23	1.62E-07	0.39700906	0.937	0.745	0.000324457	11	Nfe2l2
Clic42	1.85E-07	0.745668162	0.794	0.694	0.00036925	11	Clic4
C5ar13	1.87E-07	0.554219488	0.937	0.806	0.000373738	11	C5ar1
Fosl2	2.30E-07	0.395957485	0.508	0.339	0.000460625	11	Fosl2
Tnfrsf12a2	2.33E-07	0.626725827	0.635	0.437	0.000465858	11	Tnfrsf12a
Osgin2	2.63E-07	0.49968295	0.54	0.393	0.000525221	11	Osgin2
Fam162a2	3.27E-07	0.265836733	0.794	0.613	0.000654022	11	Fam162a
Vegfa	3.86E-07	0.921975904	0.571	0.456	0.000772208	11	Vegfa
Got11	3.90E-07	0.568826351	0.683	0.508	0.000779256	11	Got1
Cxcl162	4.18E-07	0.484327766	0.873	0.727	0.000836157	11	Cxcl16
Gm26532	6.20E-07	0.825211086	0.603	0.441	0.001239869	11	Gm26532
Junb4	6.22E-07	0.540392514	1	0.876	0.001243512	11	Junb
Apobec1	7.65E-07	0.628440588	0.698	0.596	0.001529792	11	Apobec1
Rbpms	8.73E-07	0.319929609	0.556	0.378	0.001746701	11	Rbpms
Mafb3	9.24E-07	0.592776321	0.873	0.772	0.00184717	11	Mafb
Hpn	1.06E-06	0.380107058	0.524	0.399	0.002117295	11	Hpn
Smim31	1.32E-06	0.592328075	0.746	0.644	0.00263355	11	Smim3
Adm3	1.33E-06	1.076238401	0.556	0.422	0.002657925	11	Adm
Adam81	1.75E-06	0.550421861	0.444	0.275	0.003497251	11	Adam8
Gsn1	1.91E-06	0.428448458	0.46	0.306	0.003826291	11	Gsn
Nrp1	2.27E-06	0.296886838	0.524	0.365	0.004536553	11	Nrp1
Mcl13	2.38E-06	0.486626486	0.905	0.704	0.004750744	11	Mcl1
Relb1	2.39E-06	0.509127706	0.698	0.539	0.004776339	11	Relb
H2-Q42	2.46E-06	0.422071729	0.794	0.585	0.004921127	11	H2-Q4
Tecpr1	2.47E-06	0.358166922	0.444	0.313	0.004944209	11	Tecpr1
Wdr261	2.54E-06	0.447959663	0.651	0.485	0.005083237	11	Wdr26
Cd44	2.54E-06	0.470279393	0.556	0.374	0.005087341	11	Cd44
Snhg122	2.68E-06	0.499311019	0.794	0.647	0.005361276	11	Snhg12
Lacc1	2.72E-06	0.639015012	0.651	0.524	0.00544013	11	Lacc1
Smad72	2.91E-06	0.626287675	0.635	0.472	0.005825234	11	Smad7
Bhlhe41	3.17E-06	0.449863176	0.603	0.453	0.006344857	11	Bhlhe41
Hspa52	3.18E-06	0.797436341	0.905	0.822	0.00636788	11	Hspa5
Btg24	3.28E-06	0.682003873	0.873	0.754	0.006561676	11	Btg2
Hist1h2bc1	3.53E-06	0.671045359	0.683	0.542	0.007050652	11	Hist1h2bc
Atp6v1a	4.08E-06	0.423858799	0.683	0.525	0.008169035	11	Atp6v1a
Skil3	4.19E-06	0.366045762	0.857	0.68	0.008371237	11	Skil
Xist1	4.50E-06	1.378474042	0.492	0.347	0.00899866	11	Xist
Txnip3	4.63E-06	0.608820705	0.746	0.613	0.009267221	11	Txnip
Klf41	4.90E-06	0.584551401	0.571	0.445	0.00979564	11	Klf4
Plau2	5.09E-06	0.268482342	0.54	0.371	0.010185128	11	Plau
Rcan13	5.45E-06	0.472861626	0.571	0.39	0.010890781	11	Rcan1
Emp31	5.53E-06	0.373617309	0.825	0.698	0.011065133	11	Emp3
Rora	6.03E-06	0.449962954	0.508	0.407	0.012061722	11	Rora
Rab7b1	6.30E-06	0.998897499	0.603	0.562	0.012599245	11	Rab7b
Peli13	8.16E-06	0.528325666	0.778	0.609	0.016320195	11	Peli1
Ripk2	8.90E-06	0.494495729	0.603	0.459	0.017806198	11	Ripk2
Sdc3	1.08E-05	0.556404597	0.54	0.381	0.021609245	11	Sdc3
Cdk18	1.16E-05	0.37231063	0.397	0.258	0.023141579	11	Cdk18
Hist1h4h	1.18E-05	0.498587381	0.444	0.352	0.023503875	11	Hist1h4h
Myc1	1.38E-05	0.612601135	0.54	0.417	0.027592611	11	Myc
Nfkb13	1.43E-05	0.319693534	0.683	0.509	0.028663764	11	Nfkb1
Card191	1.66E-05	0.332539154	0.825	0.703	0.033215513	11	Card19
Ciart	1.72E-05	0.507962617	0.556	0.457	0.034330796	11	Ciart
Ccng21	2.22E-05	0.348617773	0.54	0.395	0.04431246	11	Ccng2
Casp42	2.46E-05	0.502698509	0.714	0.626	0.049146428	11	Casp4
Fblim1	2.46E-05	0.637385407	0.603	0.521	0.049283635	11	Fblim1
St3gal63	3.27E-05	0.361199565	0.746	0.583	0.065445773	11	St3gal6
Rrad3	3.39E-05	0.754152399	0.746	0.596	0.067764154	11	Rrad
